PUMFID;CERTLEVP;REG_INST;REG_RESP;PGMCIPAP;PGM_P034;PGM_P036;PGM_P100;PGM_P111;PGM_280A;PGM_280B;PGM_280C;PGM_280D;PGM_280E;PGM_280F;PGM_290;PGM_350;PGM_380;PGM_P401;PGM_410;PGM_415;PGM_430;COV_010;COV_070;COV_080;EDU_010;EDU_P020;HLOSINTP;STL_010;STL_020;STULOANS;STL_030;OWESLGD;OWEGVIN;STL_080;STL_100A;STL_100B;STL_100C;STL_100D;STL_130;STL_150;STL_160B;STL_160C;STL_160D;STL_160E;STL_160F;STL_160G;STL_160H;STL_160I;STL_160J;STL_160L;STLP160N;SRCFUND;STL_170A;STL_170B;STL_170C;STL_170D;STL_170E;STL_170F;STL_170G;STL_170H;STL_170I;STL_170J;STL_170L;STLP170N;RESPP;STL_190;DBTOTGRD;DBTALGRD;DBTOTINT;DBTALINT;SCHOLARP;LMA_010;LFSTATP;LMA2_07;LMA3_P01;LFCINDP;LFCOCCP;LFWFTPTP;LMA6_05;LMA6_08;JOBQLEVP;JOBQLGRD;JOBQLINT;LMA6_11;LMA6_12;LMA6_13A;LMA6_13B;LMA6_13C;JOBINCP;LMA6_15;AFT_P010;AFT_P020;AFT_P040;AFT_050;AFT_070;AFT_080;AFT_090;BEF_P140;BEF_160;PREVLEVP;HLOSGRDP;PAR1GRD;PAR1INT;PAR2GRD;PAR2INT;GRADAGEP;GENDER2;MS_P01;MS_P02;CTZSHIPP;VISBMINP;PERSINCP;DDIS_FL;WTPF;VERDATE
65508;2;3;3;5;1;6;2;6;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;1;2;6;2;1;1;1;96;4;4;9;1;2;2;6;4;1;2;1;2;2;2;2;2;1;1;2;2;3;1;6;2;6;6;6;6;6;1;2;6;6;6;6;4;4;2;4;6;2;1;2;1;5;2;1;1;8;1;1;1;1;1;1;2;1;3;2;4;1;1;1;1;6;2;3;6;1;2;1;1;1;1;1;2;2;2;1;2;3;2;83.0815;15MAY2024
65509;3;2;2;8;2;2;1;3;2;2;2;2;2;1;2;1;2;1;2;3;1;2;1;2;2;6;3;1;1;1;96;9;3;6;6;6;6;6;6;2;2;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;1;9;9;9;9;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;2;5;6;3;3;3;1;1;3;2;2;2;2;1;1;2;10.6399;15MAY2024
65510;3;3;3;1;2;1;2;6;2;2;2;2;2;1;2;2;2;1;6;2;1;6;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;2;2;2;1;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;3;3;1;1;2;3;2;2;1;2;1;2;1;5;2;2;1;1;1;1;6;1;1;6;2;3;1;1;1;1;4;2;1;1;1;2;5;2;16.5134;15MAY2024
65512;2;4;4;7;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;1;2;1;1;2;1;2;2;2;2;3;2;1;2;6;2;2;6;1;6;6;6;6;3;2;6;6;6;6;1;2;1;2;1;4;3;1;1;1;2;2;2;1;2;4;3;1;3;2;1;2;1;1;1;6;2;3;3;6;2;3;3;3;3;1;1;1;1;1;2;3;1;11.0322;15MAY2024
65513;3;3;3;8;1;6;2;6;2;2;2;2;2;1;1;2;2;2;1;3;1;6;1;1;2;6;3;2;6;2;4;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;4;4;4;4;6;2;1;2;1;6;7;1;1;1;9;1;1;3;1;3;3;4;2;1;6;6;6;6;6;6;6;3;2;6;3;1;1;1;1;1;1;2;2;3;1;99;2;13.7559;15MAY2024
65514;1;1;1;10;1;6;1;1;2;2;2;2;2;1;1;1;2;1;3;5;1;1;1;1;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;2;1;2;1;3;7;1;2;1;1;2;2;1;1;3;3;2;3;2;2;3;1;1;1;6;3;1;6;6;1;3;3;3;3;2;1;2;2;1;2;3;2;11.3126;15MAY2024
65515;1;4;4;4;2;1;2;6;2;2;2;2;2;1;1;2;2;2;5;3;1;6;2;1;2;6;1;1;1;1;96;3;3;2;6;6;6;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;7;2;1;1;8;1;2;2;2;2;2;2;2;3;2;3;1;1;1;1;6;2;1;6;9;1;3;3;1;1;1;2;1;2;3;1;99;1;26.2297;15MAY2024
65516;2;2;2;8;1;6;1;1;2;2;2;2;2;1;1;2;2;1;2;3;1;6;1;1;1;1;2;1;1;1;96;3;3;2;6;6;6;1;4;1;2;2;2;2;1;2;2;1;2;2;2;3;1;6;6;6;6;1;6;6;2;6;6;6;6;6;3;4;3;4;6;1;1;1;1;1;3;1;1;1;2;2;2;1;2;1;2;2;4;2;1;1;1;1;1;6;1;3;5;1;2;3;3;1;1;2;1;1;2;1;1;4;1;126.8691;15MAY2024
65518;1;3;3;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;2;2;1;2;3;1;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;2;2;1;2;1;2;1;3;2;1;6;6;2;6;6;1;6;2;6;9;4;2;6;6;6;6;1;2;1;2;1;4;2;1;1;1;1;2;1;1;2;2;4;2;2;2;3;2;1;2;2;1;3;3;2;6;1;3;3;3;2;1;2;2;2;2;1;1;1;125.8766;15MAY2024
65519;2;1;1;4;1;6;1;2;2;2;2;2;2;1;1;1;2;1;3;3;1;6;1;2;2;6;2;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;1;2;1;2;1;2;2;2;2;3;2;6;6;2;6;1;6;1;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;3;5;1;1;3;2;2;2;1;2;1;1;1;3;1;6;6;6;6;6;6;6;3;5;6;2;1;1;1;1;1;1;2;2;1;2;4;2;10.9231;15MAY2024
65524;2;2;2;1;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;3;1;2;1;2;1;2;2;1;1;1;96;1;9;2;6;6;6;1;6;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;9;6;2;1;2;1;7;5;1;1;7;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;3;3;1;6;6;2;1;1;1;1;3;2;1;1;1;2;2;2;47.0045;15MAY2024
65526;2;2;2;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;2;2;2;3;2;1;1;3;2;6;2;3;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;7;4;1;2;2;3;3;2;3;2;2;4;4;4;2;1;2;1;2;1;6;2;3;3;1;2;2;1;1;1;1;2;2;2;1;2;4;1;58.577;15MAY2024
65527;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;1;3;3;1;6;2;2;1;2;3;1;1;1;96;2;0;2;6;6;6;1;6;2;1;1;2;1;1;2;2;2;2;2;2;3;2;1;2;6;1;2;6;6;6;6;6;6;3;6;6;2;6;0;3;1;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;2;1;1;2;2;1;3;3;6;2;2;1;2;1;1;1;2;2;1;2;2;2;10.3144;15MAY2024
65528;2;2;2;4;2;4;2;6;2;2;2;2;2;1;2;1;2;1;2;3;1;2;3;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;1;6;2;2;3;3;9;1;4;1;1;2;1;2;3;1;45.4412;15MAY2024
65529;2;1;3;8;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;1;10;1;1;7;2;2;2;3;2;1;1;2;2;2;2;1;1;1;1;6;3;1;4;6;2;1;1;1;1;2;1;1;2;9;1;99;2;10.0634;15MAY2024
65532;1;1;1;4;2;1;2;6;2;2;2;2;2;1;1;2;2;3;7;1;1;2;1;1;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;1;1;3;2;6;6;6;6;2;6;6;6;6;1;1;6;6;6;6;6;6;6;2;1;2;1;7;5;1;1;6;1;2;2;1;2;2;2;2;2;1;6;6;6;6;6;6;6;1;6;9;1;2;2;1;1;1;2;2;2;1;2;2;1;10.3474;15MAY2024
65533;1;2;2;8;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;5;2;2;1;2;2;6;1;2;6;2;2;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;1;2;1;2;2;3;2;1;6;6;6;2;6;1;6;2;6;6;9;2;6;6;6;6;6;2;1;2;1;4;3;1;1;1;1;2;2;1;2;2;2;2;3;1;6;6;6;6;6;6;6;1;6;6;1;2;2;2;2;1;1;1;1;1;2;2;2;22.4242;15MAY2024
65538;2;4;4;9;1;6;1;2;2;2;2;2;2;1;2;2;2;1;4;5;1;2;1;2;2;6;2;2;6;2;6;6;6;6;6;6;6;6;6;6;1;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;2;2;2;2;6;6;1;3;2;1;2;3;3;2;2;1;2;2;2;1;2;1;1;28.1453;15MAY2024
65540;3;2;2;2;1;6;2;6;2;2;2;2;2;1;1;1;2;1;1;2;1;6;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;1;1;2;2;2;2;2;3;2;6;6;6;1;1;2;6;6;6;6;6;6;6;6;6;6;6;4;2;1;2;1;5;5;1;1;1;3;2;2;1;1;2;3;3;4;2;2;2;1;1;2;2;1;1;2;3;3;1;1;1;1;3;2;2;2;9;2;5;2;11.0218;15MAY2024
65541;1;1;1;10;1;6;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;6;1;1;1;1;96;3;3;2;6;6;6;1;4;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;3;5;1;1;3;1;2;2;1;2;1;1;1;3;2;1;2;1;1;1;6;2;3;3;6;1;2;2;1;1;1;2;2;2;1;2;99;2;10.0714;15MAY2024
65543;2;2;2;2;2;1;2;6;2;2;2;2;2;1;1;1;2;2;2;3;2;2;1;2;2;6;2;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;1;2;2;2;2;3;2;6;6;6;6;1;6;1;6;6;6;6;6;1;0;0;0;0;6;2;1;2;1;2;10;1;1;7;0;1;1;3;1;2;2;2;4;1;6;6;6;6;6;6;6;1;6;9;2;3;3;1;1;3;2;1;2;1;2;5;2;53.6089;15MAY2024
65544;2;3;3;5;1;6;2;6;2;1;1;2;1;2;1;1;1;2;1;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;1;2;2;2;2;3;2;1;6;6;1;2;6;2;6;6;6;6;4;2;6;6;6;6;4;2;1;2;1;4;99;1;1;3;2;2;2;1;2;1;1;1;5;1;6;6;6;6;6;6;6;3;2;6;2;3;3;3;3;1;2;2;2;1;2;4;2;83.0815;15MAY2024
65545;1;1;1;9;1;6;1;2;2;2;2;2;2;1;1;2;2;1;2;2;1;1;2;2;2;6;1;1;1;1;96;3;3;2;6;6;6;1;4;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;7;4;1;1;1;0;1;1;1;2;1;4;1;5;2;2;1;1;2;2;3;1;1;6;6;1;1;1;1;1;1;2;2;2;1;2;99;2;10.0971;15MAY2024
65546;2;3;3;1;1;6;1;2;2;2;2;2;2;1;1;1;2;1;2;3;1;2;1;1;2;6;2;1;1;1;96;3;3;2;6;6;6;1;5;2;2;1;2;1;2;2;1;2;1;2;2;3;1;6;2;6;2;6;6;1;6;2;6;6;6;2;6;3;6;3;2;2;1;2;1;5;5;1;1;5;2;1;2;1;1;4;4;2;3;2;1;2;1;1;1;6;1;3;1;3;3;3;3;2;2;2;2;2;2;1;2;99;2;69.8299;15MAY2024
65547;3;3;3;9;1;6;1;2;2;2;2;2;2;1;2;1;2;1;2;2;1;6;1;1;1;1;3;1;1;1;96;4;0;2;6;6;6;1;6;2;2;1;2;2;1;2;2;2;2;2;2;3;1;6;2;6;6;1;6;6;6;6;6;6;6;6;6;4;6;0;6;1;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;3;4;1;1;2;3;2;3;3;2;3;1;1;1;1;2;1;2;2;1;2;99;2;45.8721;15MAY2024
65549;2;1;4;2;1;6;2;6;2;2;2;2;2;1;1;1;2;1;9;3;1;2;2;1;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;2;2;1;2;2;2;2;3;2;1;6;6;2;6;6;1;6;6;6;6;4;2;6;6;6;6;1;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;4;2;1;2;1;6;3;3;3;6;2;9;9;9;9;1;2;2;2;1;9;99;2;11.4865;15MAY2024
65552;3;2;2;5;1;6;1;2;2;2;2;2;2;1;2;2;2;1;9;2;2;2;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;1;2;1;1;1;2;1;1;1;1;3;3;2;3;1;6;6;6;6;6;6;6;3;1;2;3;1;1;1;1;2;2;1;1;1;2;3;2;11.8602;15MAY2024
65553;1;2;2;10;1;6;1;2;2;2;2;2;2;1;1;2;2;1;1;3;2;2;1;2;2;6;1;1;1;1;96;0;0;6;6;6;6;6;6;2;9;9;9;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;1;2;1;1;5;1;1;1;9;9;9;3;2;1;1;2;3;1;6;6;6;6;6;6;6;1;6;6;1;1;1;1;1;3;1;1;2;1;2;3;2;25.7303;15MAY2024
65556;3;2;2;10;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;1;1;2;1;2;2;6;3;1;1;1;96;3;2;2;6;6;6;1;4;1;2;2;2;2;1;1;2;2;2;2;2;3;1;6;6;6;6;1;2;6;6;6;6;6;6;6;6;3;6;2;6;2;1;2;1;3;3;1;1;3;3;1;2;1;2;1;5;3;4;1;6;6;6;6;6;6;6;1;6;3;3;1;1;1;1;4;1;1;1;2;2;4;2;10.3354;15MAY2024
65557;1;4;4;9;2;5;1;2;2;2;2;2;2;1;1;2;2;1;2;3;2;2;1;2;2;6;1;1;1;1;96;2;2;2;1;2;2;6;2;1;2;2;2;2;1;2;1;1;1;2;2;3;1;6;6;6;6;2;6;1;2;2;6;6;6;2;3;3;3;3;6;2;1;2;1;7;4;2;1;7;1;2;2;1;2;3;3;3;2;1;6;6;6;6;6;6;6;3;6;6;1;1;1;1;1;2;2;2;2;1;1;99;2;10.0584;15MAY2024
65558;1;1;1;5;1;6;1;2;2;2;2;2;2;1;1;2;2;1;4;5;1;2;3;1;1;1;2;1;1;1;96;1;0;2;6;6;6;1;6;2;2;2;2;2;1;2;1;2;1;2;2;3;1;6;6;6;6;1;6;2;6;2;6;6;6;2;6;1;6;0;6;2;1;2;1;4;2;1;1;7;1;2;1;2;2;2;2;1;2;2;4;1;1;1;1;6;3;1;6;6;1;1;1;1;1;1;2;2;2;1;2;2;1;10.8886;15MAY2024
65561;3;3;3;5;2;1;2;6;2;1;2;2;2;2;2;1;2;3;2;2;1;2;1;1;2;6;3;1;2;2;96;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;3;3;3;6;2;1;2;1;3;2;1;1;1;2;1;1;1;1;2;4;2;4;2;0;6;6;6;6;6;6;1;6;2;3;1;1;1;1;4;1;1;1;2;1;4;1;17.2009;15MAY2024
65565;1;3;3;4;1;6;1;2;2;2;2;2;2;1;1;2;2;3;9;1;2;2;4;1;2;6;1;1;1;1;96;2;0;2;6;6;6;1;6;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;0;6;2;1;2;1;3;5;1;2;7;1;1;2;3;2;2;2;2;3;2;2;2;1;1;2;3;2;1;2;3;3;3;3;3;3;3;2;1;1;2;1;2;2;224.0581;15MAY2024
65566;2;3;3;9;1;6;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;6;2;1;1;1;96;3;0;2;6;6;6;1;6;2;2;2;1;1;1;2;2;2;2;2;2;3;1;6;6;2;2;1;6;6;6;6;6;6;6;6;6;3;6;0;1;2;1;2;1;7;4;1;1;3;1;1;1;1;2;2;2;1;4;1;6;6;6;6;6;6;6;3;6;6;2;1;1;1;1;1;2;2;2;1;2;3;2;173.0608;15MAY2024
65568;3;2;2;5;1;6;1;3;2;2;2;2;2;1;2;1;2;2;2;3;1;2;1;1;2;6;3;1;1;1;96;4;0;2;6;6;6;1;6;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;0;6;2;1;2;1;6;5;1;1;4;2;1;1;1;2;1;1;1;2;1;6;6;6;6;6;6;6;3;1;2;3;1;1;1;1;2;1;1;1;1;2;3;2;12.6216;15MAY2024
65569;2;3;3;4;1;6;2;6;2;2;2;2;2;1;1;2;2;1;2;2;1;2;1;2;2;6;2;1;1;1;96;4;0;2;6;6;6;1;6;2;1;2;2;2;2;2;1;2;2;2;2;3;2;1;6;6;6;6;6;1;6;6;6;6;4;2;6;4;6;0;6;2;1;2;1;4;5;1;1;5;9;1;1;1;2;1;2;2;5;2;1;2;1;1;1;6;1;3;1;2;2;3;3;2;2;1;1;1;2;1;2;5;2;87.8112;15MAY2024
65570;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;2;3;1;2;6;3;1;1;1;2;1;1;1;96;3;4;2;6;6;6;1;4;2;2;1;1;1;1;2;2;1;2;2;2;3;1;6;1;2;2;2;6;6;2;6;6;6;6;6;0;3;3;4;2;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;3;1;1;2;1;6;3;1;6;2;2;1;1;1;1;1;2;2;2;1;1;1;1;10.3238;15MAY2024
65572;3;2;2;5;2;1;2;6;2;2;2;2;2;1;1;2;2;3;2;3;1;6;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;3;10;1;1;1;2;1;1;1;2;1;2;1;5;2;1;1;1;1;1;6;1;1;6;3;3;1;1;1;1;3;2;1;1;1;2;5;2;12.0871;15MAY2024
65575;3;4;4;4;1;6;2;6;2;2;2;2;2;1;2;2;1;2;1;4;1;6;4;2;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;1;1;1;1;1;2;2;2;2;3;2;6;6;2;1;2;2;1;6;6;6;6;6;2;6;6;6;6;4;2;1;2;1;5;5;2;1;3;3;2;2;1;2;1;1;4;1;1;6;6;6;6;6;6;6;3;6;2;3;1;1;1;1;2;2;1;1;1;2;1;2;10.3528;15MAY2024
65577;2;4;4;5;1;6;1;1;2;1;1;2;2;2;2;1;2;1;3;1;1;2;1;2;2;6;2;1;1;1;96;4;4;2;6;6;6;1;5;2;2;1;2;1;1;2;1;2;1;2;2;3;1;6;2;6;2;2;6;2;6;1;6;6;6;2;6;4;6;4;1;2;1;2;1;2;2;1;1;3;2;2;2;1;2;2;3;2;4;1;6;6;6;6;6;6;6;3;4;6;2;3;3;1;1;2;1;1;2;1;2;4;1;16.4424;15MAY2024
65578;2;4;4;2;1;6;1;2;2;2;2;2;2;1;1;2;2;1;1;2;1;2;1;1;2;6;2;2;6;2;5;6;6;6;6;6;6;6;6;6;2;2;2;1;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;1;2;2;6;10;1;6;96;6;6;6;1;6;6;6;6;96;6;0;6;6;6;6;6;6;1;6;2;2;3;3;2;2;4;2;1;2;1;1;4;2;21.3204;15MAY2024
65579;2;4;4;4;1;6;1;2;2;2;2;2;2;1;1;1;2;1;3;2;2;2;1;2;2;6;2;1;1;1;96;1;1;2;6;6;6;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;1;6;2;1;2;1;99;99;1;1;1;2;2;2;3;1;4;5;3;2;2;1;1;1;1;1;6;3;1;4;6;2;3;3;2;2;1;1;1;2;1;2;1;1;10.3804;15MAY2024
65584;2;4;4;8;1;6;1;1;2;2;2;2;2;1;2;1;2;1;1;1;1;2;1;1;2;6;2;1;1;1;96;3;0;2;1;2;2;6;6;2;1;2;2;1;1;2;1;2;2;2;2;3;1;2;6;6;2;1;6;2;6;6;6;6;3;2;6;3;6;0;1;2;1;2;1;4;3;1;1;1;2;2;2;1;2;2;5;1;3;2;1;2;1;1;1;6;3;3;2;6;2;3;3;1;1;1;1;2;2;1;2;4;2;12.2194;15MAY2024
65585;1;1;1;2;1;6;1;1;2;2;2;2;2;1;1;2;2;2;1;3;2;1;4;1;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;6;7;1;1;6;0;1;1;3;2;5;5;5;2;2;3;1;1;1;2;3;3;3;6;6;1;2;2;2;2;1;2;2;2;1;2;2;2;11.3715;15MAY2024
65586;1;4;4;8;1;6;1;1;2;2;2;2;2;1;1;2;2;1;2;1;1;2;5;1;2;6;1;1;1;1;96;4;4;2;6;6;6;1;2;2;2;1;2;2;1;2;2;2;2;2;2;3;1;6;1;6;6;2;6;6;6;6;6;6;6;6;6;4;6;4;6;2;1;2;1;1;3;1;1;1;0;1;1;2;2;1;2;2;3;2;1;2;1;1;1;6;2;1;6;6;1;2;2;2;2;2;1;1;1;1;2;3;1;10.3299;15MAY2024
65588;1;4;4;4;1;6;1;2;2;2;2;2;2;1;2;2;2;1;1;2;1;2;1;2;1;1;2;1;1;1;96;4;4;2;1;2;2;6;3;2;2;2;2;1;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;4;1;2;1;2;1;4;2;1;1;2;9;1;1;1;2;1;1;1;3;2;2;3;1;2;1;6;3;4;5;6;1;1;1;1;1;3;2;1;1;1;2;3;2;30.0692;15MAY2024
65590;3;4;3;6;1;6;1;2;2;2;2;2;2;1;1;1;2;1;9;3;1;2;1;1;2;6;3;1;1;1;96;2;0;1;2;2;1;6;6;2;2;1;2;2;1;2;1;2;1;2;2;3;1;6;2;6;6;2;6;1;6;2;6;6;6;1;0;2;0;0;6;2;1;2;2;7;4;2;6;96;6;6;6;1;6;6;6;6;96;6;3;2;2;2;6;6;1;1;3;2;3;2;2;1;1;2;2;1;2;2;1;99;1;10.4068;15MAY2024
65591;1;2;2;5;1;6;1;3;2;2;2;2;2;1;1;1;2;1;5;3;1;2;1;2;1;1;2;1;1;1;96;1;3;2;6;6;6;1;3;1;2;2;2;2;1;2;2;1;2;2;2;3;1;6;6;6;6;2;6;6;1;6;6;6;6;6;0;1;2;3;6;2;1;2;1;7;5;1;2;5;2;3;2;1;2;2;2;2;2;2;3;1;1;2;2;4;2;3;6;1;1;2;1;2;1;1;2;1;2;1;2;1;1;24.5109;15MAY2024
65592;2;4;4;1;1;6;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;6;2;1;1;1;96;4;4;2;1;1;1;6;5;2;9;9;9;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;1;2;1;5;5;1;1;8;2;2;2;1;2;2;2;2;3;1;6;6;6;6;6;6;6;1;4;6;2;1;1;1;1;1;2;1;2;1;2;3;2;15.3361;15MAY2024
65595;2;3;3;8;1;6;1;1;2;2;2;2;2;1;2;2;2;2;9;3;1;2;9;1;2;6;2;1;2;2;96;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;4;2;6;6;6;6;6;2;1;2;1;4;3;1;1;7;2;2;2;1;2;2;2;2;3;2;2;4;1;1;1;6;3;3;1;6;2;2;2;2;2;1;2;2;2;1;2;3;2;63.2021;15MAY2024
65598;2;1;1;5;1;6;2;6;2;2;1;2;2;2;1;1;2;2;4;3;1;2;1;1;2;6;2;1;1;1;96;3;2;2;6;6;6;1;3;2;1;2;2;1;1;2;2;2;2;2;2;3;1;2;6;6;1;2;6;6;6;6;6;6;1;6;6;3;6;2;4;2;1;2;1;1;2;1;1;4;2;2;2;1;2;1;2;2;99;2;2;1;1;1;1;6;1;3;3;2;2;1;1;1;1;1;1;1;2;1;2;99;2;10.161;15MAY2024
65599;3;2;2;1;1;6;1;2;2;2;2;2;2;1;1;2;1;1;3;2;1;6;1;2;2;6;3;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;1;2;1;1;2;2;2;2;3;2;6;6;6;1;6;1;2;6;6;6;6;6;1;3;3;0;0;4;2;1;2;1;5;5;1;1;1;3;2;2;1;2;2;2;2;5;1;6;6;6;6;6;6;6;3;6;3;3;1;1;1;1;3;2;1;1;1;2;5;2;10.616;15MAY2024
65600;3;2;2;5;1;6;1;2;2;2;2;2;2;1;2;2;2;1;1;3;1;6;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;2;1;1;2;2;1;1;6;2;3;1;1;1;1;4;2;1;2;1;2;1;2;11.1939;15MAY2024
65603;2;4;4;6;1;6;1;2;2;2;2;2;2;1;1;1;2;2;3;3;2;2;1;2;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;2;2;1;2;2;2;2;3;2;1;6;6;2;6;6;1;6;6;6;6;1;2;6;6;6;6;1;2;1;1;1;7;5;2;2;1;2;2;2;2;1;3;2;4;1;1;6;6;6;6;6;6;6;3;6;2;2;3;3;3;3;2;2;2;2;1;2;1;1;10.3238;15MAY2024
